method,validity,proximity,sparsity,alignment,n
shap_guided_consistent,1.0,8.115517241379312,0.3793103448275862,0.9317848464852788,58
standard_consistent,1.0,19.530666666666665,0.7083333333333334,0.8445484632559956,60
